CH3	CH4
39104	28724
38745	28538
38384	28364
38084	28206
37650	28040
37288	27848
36904	27648
36516	27498
36144	27336
35768	27164
35377	26962
35072	26796
34632	26652
34268	26480
33874	26316
33504	26141
33135	25978
32780	25792
32396	25657
32000	25500
31604	25344
31224	25178
30844	25036
30452	24878
30085	24732
29688	24585
29314	24438
28936	24297
28540	24161
28180	24020
27830	23890
27439	23749
27088	23624
26680	23502
26436	23368
25968	23252
25726	23132
25462	23006
25057	22904
24873	22792
24486	22704
24306	22618
23962	22528
23772	22434
23512	22350
23296	22294
23068	22244
22865	22176
22666	22177
22475	22156
22316	22108
22085	22118
21944	22136
21808	22160
21732	22184
21628	22290
21512	22312
21488	22365
21384	22436
21384	22533
21299	22693
21316	22770
21297	22850
21314	22938
21304	23001
21264	23088
21348	23248
21356	23288
21468	23400
21533	23504
21665	23642
21723	23722
21840	23864
21954	23950
22034	24096
22160	24140
22288	24280
22512	24412
22626	24596
22788	24685
22984	24868
23064	24989
23264	25245
23468	25372
23616	25568
23781	25770
23922	26024
24128	26250
24258	26481
24413	26720
24576	27004
24728	27272
24852	27548
25061	27834
25193	28164
25306	28450
25444	28796
25589	29060
25762	29360
25928	29714
26033	30032
26234	30298
26332	30656
26560	30920
26736	31236
26848	31556
27056	31856
27276	32152
27461	32461
27608	32845
27848	33104
28052	33388
28268	33796
28472	34000
28684	34300
28900	34640
29160	34956
29360	35250
29600	35580
29856	35928
30052	36130
30308	36424
30533	36736
30728	36928
30964	37252
31233	37446
31464	37726
31668	37888
31892	38184
32152	38417
32324	38618
32592	38776
32778	38993
33002	39096
33224	39314
33456	39396
33656	39540
33888	39704
34088	39874
34288	39888
34497	40096
34704	40160
34900	40300
35088	40293
35280	40389
35465	40540
35584	40614
35808	40640
35972	40808
36216	40869
36304	40869
36453	40934
36609	41016
36756	41188
36944	41224
37044	41209
37148	41276
37290	41380
37396	41520
37500	41428
37588	41592
37781	41565
37880	41584
37966	41665
38032	41672
38120	41852
38228	41801
38224	41776
38301	41840
38508	41896
38472	41868
38544	41904
38658	42044
38788	42009
38848	42002
38844	42009
38904	41960
38969	41956
39056	41960
39114	42004
39129	41964
39256	41832
39200	41892
39232	41804
39244	41728
39246	41517
39336	41392
39240	41300
39200	41140
39164	40992
39228	40922
39172	40664
39017	40449
38932	40264
38944	40196
38732	39928
38656	39693
38501	39632
38364	39292
38208	39204
38060	38944
37948	38820
37788	38536
37546	38437
37340	38132
37217	38037
36936	37736
36786	37541
36520	37336
36232	37142
35992	37074
35768	36764
35524	36688
35280	36484
35008	36144
34752	36072
34512	35748
34260	35608
33968	35392
33696	35240
33436	34931
33180	34702
32916	34490
32656	34272
32409	34065
32162	33909
31912	33657
31676	33424
31453	33220
31225	33004
31032	32796
30788	32589
30600	32386
30384	32164
30224	31954
30048	31748
29824	31520
29644	31296
29476	31081
29296	30868
29144	30600
28968	30392
28795	30184
28637	29856
28489	29626
28308	29366
28177	29084
28052	28748
27873	28488
27740	28197
27585	27896
27425	27594
27238	27304
27159	26973
26989	26677
26894	26412
26756	26128
26648	25837
26520	25568
26373	25357
26246	25053
26163	24818
26041	24594
25864	24395
25780	24221
25699	23999
25556	23838
25425	23696
25300	23520
25193	23396
25009	23252
24984	23140
24882	23062
24825	22956
24648	22894
24556	22800
24476	22778
24402	22713
24290	22672
24228	22646
24120	22634
24056	22656
23957	22637
23856	22678
23833	22736
23740	22792
23713	22872
23668	22934
23544	23056
23562	23192
23553	23296
23500	23436
23496	23596
23489	23746
23496	23926
23466	24100
23573	24272
23578	24446
23577	24636
23698	24805
23724	24982
23845	25200
23949	25328
24044	25484
24192	25658
24292	25801
24400	25978
24600	26184
24777	26283
24956	26428
25121	26654
25268	26720
25472	26894
25748	27010
25986	27194
26162	27296
26460	27446
26704	27594
26976	27720
27188	27872
27444	28084
27769	28236
28040	28320
28280	28500
28604	28685
28876	28848
29168	28932
29417	29088
29728	29322
30023	29421
30277	29641
30580	29768
30849	29932
31090	30081
31432	30245
31709	30413
31946	30600
32188	30813
32520	31004
32796	31114
33073	31284
33348	31460
33624	31652
33898	31905
34152	32025
34432	32244
34716	32498
35048	32688
35340	32929
35654	33090
35872	33386
36152	33608
36444	33834
36730	34070
37044	34222
37416	34520
37668	34692
37860	34904
38146	35108
38484	35344
38748	35562
38944	35710
39188	35930
39516	36068
39720	36280
39932	36388
40176	36541
40420	36700
40633	36824
40872	36968
41172	37072
41401	37170
41609	37332
41744	37416
41925	37468
42218	37586
42348	37649
42580	37748
42704	37794
42940	37873
43144	37944
43293	37980
43376	38048
43628	38100
43676	38144
43809	38220
43926	38256
44108	38292
44160	38354
44248	38373
44312	38406
44417	38450
44525	38473
44544	38528
44594	38544
44640	38561
44764	38584
44774	38634
44760	38632
44780	38664
44753	38680
44828	38697
44848	38704
44764	38716
44740	38765
44780	38776
44752	38788
44644	38776
44596	38808
44556	38784
44560	38780
44428	38752
44352	38736
44258	38744
44221	38672
44089	38652
43994	38569
43821	38496
43752	38388
43616	38308
43372	38164
43244	38036
43036	37920
42952	37720
42644	37560
42452	37332
42196	37168
41961	36953
41728	36712
41556	36496
41240	36212
40976	35972
40856	35716
40448	35488
40248	35204
40016	34996
39632	34728
39432	34460
39072	34233
38777	33984
38480	33788
38192	33540
37912	33328
37698	33088
37307	32888
37048	32696
36740	32504
36418	32320
36136	32128
35811	31978
35504	31792
35228	31620
34972	31480
34616	31345
34324	31164
34004	31024
33668	30884
33384	30785
33096	30633
32786	30560
32449	30388
32146	30292
31824	30212
31493	30074
31188	29984
30906	29892
30572	29794
30245	29708
29940	29644
29644	29608
29348	29488
29062	29376
28736	29308
28452	29220
28164	29161
27879	29040
27600	28944
27320	28932
27040	28748
26773	28668
26532	28530
26289	28420
25996	28282
25793	28164
25500	28096
25248	27912
25024	27789
24780	27640
24592	27524
24400	27384
24152	27244
23922	27120
23756	26968
23524	26845
23392	26700
23178	26580
22970	26457
22814	26296
22616	26244
22496	26072
22304	25924
22130	25788
21984	25693
21822	25568
21676	25449
21490	25376
21292	25220
21161	25204
21089	25092
20956	25010
20852	24950
20692	24878
20566	24822
20452	24777
20376	24760
20316	24787
20252	24745
20176	24754
20082	24768
19997	24780
19969	24805
19992	24924
19941	25042
19972	25124
19976	25218
20024	25372
20060	25500
20033	25652
20157	25813
20200	25996
20264	26186
20416	26344
20545	26498
20630	26760
20768	26914
20962	27178
21077	27309
21320	27510
21484	27721
21670	27924
21889	28096
22041	28296
22284	28448
22528	28641
22664	28820
22948	28944
23176	29169
23420	29340
23661	29514
23936	29696
24152	29864
24392	30074
24644	30206
24885	30364
25128	30536
25404	30716
25593	30893
25892	31096
26104	31248
26380	31444
26614	31608
26840	31820
27024	32024
27284	32160
27528	32369
27706	32568
27924	32716
28188	32941
28352	33152
28592	33308
28800	33512
29004	33606
29244	33772
29433	34040
29696	34186
29916	34344
30149	34520
30337	34672
30561	34842
30800	35082
31020	35300
31244	35488
31490	35680
31666	35872
31908	36080
32144	36257
32400	36470
32624	36593
32912	36880
33104	36992
33356	37250
33624	37360
33832	37520
34096	37768
34368	37972
34600	38002
34864	38146
35177	38288
35376	38456
35704	38544
35880	38720
36199	38864
36464	38936
36672	38905
37012	39000
37186	39176
37448	39212
37692	39237
37953	39296
38208	39464
38414	39368
38744	39421
38884	39560
39188	39640
39340	39620
39561	39696
39784	39626
40112	39649
40176	39768
40384	39824
40512	39856
40840	39768
40866	39820
41009	39828
41156	39936
41304	39824
41537	39937
41560	39952
41728	39913
41817	39992
41928	39996
42098	39936
42272	39884
42288	39964
42444	39900
42449	39920
42616	39936
42576	40012
42632	40020
42737	39976
42869	40000
42904	39928
42968	40016
43040	39978
43064	39916
43081	39916
43040	39872
43088	39840
43080	39816
43141	39748
43081	39648
43068	39620
43124	39468
43032	39400
43040	39236
42945	39082
42884	39008
42792	38780
42833	38617
42641	38410
42520	38239
42520	38080
42260	37812
42112	37620
41960	37400
41940	37160
41696	36954
41466	36728
41244	36481
41032	36240
40808	36004
40716	35782
40476	35556
40172	35316
39952	35088
39608	34880
39344	34668
39112	34428
38784	34260
38496	34016
38200	33808
37920	33624
37668	33400
37352	33188
37029	32996
36720	32793
36436	32608
36130	32452
35776	32236
35486	32114
35148	31918
34824	31710
34508	31540
34178	31376
33872	31229
33540	31124
33293	30965
32920	30816
32618	30724
32372	30564
32088	30442
31762	30296
31517	30237
31268	30064
31044	29933
30778	29846
30556	29721
30353	29576
30152	29464
29973	29322
29784	29176
29626	29077
29456	28865
29284	28701
29152	28524
29004	28410
28860	28216
28716	27994
28552	27802
28484	27596
28357	27402
28180	27253
28107	27038
28000	26849
27877	26704
27776	26515
27698	26297
27528	26164
27442	25957
27334	25801
27270	25690
27168	25541
27056	25420
26972	25256
26818	25148
26653	25028
26624	24938
26468	24850
26373	24770
26292	24744
26160	24680
26088	24594
25986	24581
25864	24556
25828	24544
25694	24562
25617	24568
25568	24614
25400	24622
25404	24696
25288	24786
25298	24857
25256	24945
25168	25065
25156	25253
25076	25360
25124	25520
25074	25690
25092	25850
25096	26043
25168	26264
25120	26442
25236	26609
25245	26812
25348	27012
25394	27248
25494	27432
25520	27692
25630	27802
25748	27989
25916	28188
26073	28392
26226	28642
26352	28736
26508	28897
26684	29117
26868	29224
27077	29384
27256	29532
27432	29682
27665	29894
27900	29968
28104	30112
28345	30208
28576	30320
28788	30444
29040	30520
29284	30604
29525	30688
29749	30858
30030	30912
30284	30936
30521	31004
30814	31092
31074	31148
31306	31280
31596	31260
31842	31384
32110	31452
32457	31500
32732	31577
33008	31580
33298	31644
33572	31716
33844	31768
34152	31820
34460	31896
34762	32000
35024	32112
35344	32144
35712	32288
36038	32308
36268	32395
36688	32538
36913	32604
37220	32716
37636	32798
37889	32888
38200	32992
38448	33080
38756	33192
39036	33290
39420	33378
39604	33468
39880	33554
40172	33641
40468	33712
40736	33792
40957	33848
41192	33952
41440	33984
41720	34040
41904	34098
42136	34180
42352	34240
42553	34232
42745	34277
43008	34340
43112	34408
43280	34396
43536	34476
43604	34544
43762	34576
43880	34612
44000	34646
44146	34688
44232	34716
44324	34708
44477	34776
44468	34833
44564	34888
44648	34892
44680	34936
44740	34960
44786	35000
44836	35068
44812	35024
44876	35068
44836	35080
44884	35206
44888	35141
44824	35225
44801	35204
44808	35336
44776	35296
44736	35356
44772	35432
44692	35496
44712	35456
44676	35592
44625	35604
44604	35640
44476	35728
44480	35757
44368	35764
44280	35860
44216	35876
44198	35926
44024	35904
43928	35948
43808	35924
43698	35944
43584	35936
43460	35885
43317	35897
43168	35817
42988	35800
42752	35712
42616	35648
42492	35570
42224	35476
42088	35376
41728	35282
41588	35172
41290	35040
41032	34932
40864	34804
40512	34668
40281	34538
40032	34388
39712	34244
39472	34112
39244	33953
38868	33810
38632	33668
38332	33560
38004	33388
37604	33278
37316	33144
37012	33012
36653	32842
36321	32684
35972	32560
35632	32456
35304	32308
34940	32220
34561	32080
34272	31948
33888	31860
33490	31740
33161	31656
32800	31568
32432	31456
32084	31441
31708	31305
31322	31216
30966	31139
30596	31122
30240	31028
29888	31044
29584	30928
29250	30892
28914	30808
28602	30756
28301	30800
28016	30644
27746	30612
27489	30588
27244	30507
26986	30437
26765	30382
26573	30400
26368	30272
26176	30184
25988	30105
25816	30044
25603	30021
25464	29856
25298	29768
25132	29765
25025	29620
24853	29509
24692	29424
24588	29321
24437	29238
24317	29152
24180	29028
24047	28944
23925	28836
23749	28773
23636	28707
23556	28620
23438	28592
23278	28472
23236	28449
23038	28376
22901	28308
22826	28268
22737	28216
22682	28188
22498	28156
22441	28164
22265	28137
22250	28130
22100	28160
22074	28198
21993	28196
21897	28276
21851	28282
21722	28360
21744	28402
21696	28560
21656	28557
21616	28700
21572	28824
21554	28964
21592	29072
21601	29192
21628	29324
21604	29498
21658	29581
21686	29774
21741	29882
21842	30025
21916	30072
21997	30240
22075	30368
22108	30386
22196	30528
22376	30624
22485	30665
22556	30717
22694	30718
22814	30760
22889	30828
23068	30836
23194	30846
23318	30812
23450	30834
23600	30792
23720	30776
23846	30805
23908	30702
24056	30664
24169	30632
24315	30588
24408	30516
24468	30482
24597	30492
24652	30445
24822	30420
24864	30364
25005	30352
25040	30365
25132	30324
25208	30324
25236	30326
25318	30368
25386	30340
25498	30336
25569	30345
25628	30372
25712	30404
25792	30450
25838	30501
25912	30548
26022	30616
26096	30657
26130	30728
26324	30856
26436	30936
26536	31021
26674	31097
26784	31184
26948	31328
27090	31384
27268	31465
27420	31568
27616	31688
27808	31765
28000	31888
28196	31944
28392	32028
28580	32097
28808	32172
29008	32260
29232	32292
29437	32350
29640	32440
29825	32508
30044	32552
30240	32540
30402	32572
30636	32701
30818	32682
30977	32804
31196	32732
31336	32740
31552	32776
31710	32856
31861	32832
32009	32861
32145	32897
32300	32984
32425	32965
32592	32955
32644	32972
32816	33104
32936	33117
33056	33070
33212	33076
33245	33192
33417	33136
33508	33260
33585	33276
33697	33256
33840	33371
33925	33413
34065	33426
34164	33456
34304	33504
34424	33586
34568	33662
34709	33842
34908	33889
34996	33940
35176	34138
35356	34237
35496	34384
35720	34416
35868	34620
36056	34762
36312	34904
36528	35048
36748	35117
36944	35253
37146	35492
37266	35560
37477	35744
37692	35968
37912	36020
38105	36252
38322	36396
38560	36512
38836	36624
38917	36840
39120	36914
39308	37132
39548	37176
39680	37312
39972	37508
40140	37682
40240	37816
40428	37936
40562	38016
40772	38228
40944	38320
40992	38516
41156	38688
41322	38754
41400	38948
41525	39141
41686	39204
41784	39392
41894	39584
42040	39720
42156	39812
42260	39921
42395	40152
42544	40284
42608	40440
42724	40505
42932	40720
43000	40748
43152	40954
43248	41036
43458	41184
43548	41344
43780	41376
43877	41564
44048	41644
44192	41824
44412	41889
44597	42056
44760	42172
44936	42240
45188	42449
45344	42560
45533	42632
45728	42772
45936	42908
46128	42954
46316	43076
46588	43250
46756	43298
46906	43404
47096	43561
47284	43600
47446	43752
47668	43808
47872	43864
48001	43944
48204	44072
48297	44168
48416	44232
48620	44308
48680	44384
48866	44428
48920	44493
49104	44548
49156	44616
49300	44668
49392	44741
49394	44788
49520	44804
49556	44848
49568	44898
49608	44932
49664	45008
49624	44992
49648	45056
49688	45076
49592	45050
49556	45064
49600	45100
49520	45124
49480	45136
49384	45120
49320	45132
49252	45124
49152	45068
49104	45100
49008	45048
48920	45028
48864	45024
48788	45032
48704	44984
48552	44928
48500	44908
48368	44884
48224	44860
48073	44752
47936	44680
47757	44640
47625	44568
47489	44480
47288	44360
47053	44168
46888	44081
46626	43912
46365	43706
46144	43598
45896	43414
45648	43168
45428	42928
45105	42768
44833	42533
44548	42204
44284	42020
44056	41720
43724	41460
43385	41194
43074	41040
42832	40684
42468	40528
42276	40256
41952	39950
41504	39768
41184	39444
40992	39138
40648	38916
40276	38636
39945	38408
39602	38202
39240	37908
38920	37764
38608	37524
38234	37176
37941	37020
37604	36728
37268	36485
36936	36268
36608	36000
36284	35736
35948	35552
35648	35284
35333	35048
35012	34897
34660	34596
34380	34478
34096	34272
33764	33948
33492	33850
33192	33532
32900	33400
32621	33124
32340	32916
32100	32696
31818	32534
31561	32278
31348	32144
31060	31852
30824	31712
30580	31461
30336	31144
30104	30904
29872	30683
29628	30461
29389	30220
29116	29912
28886	29649
28660	29400
28444	29144
28194	28896
27960	28696
27692	28384
27416	28142
27208	27918
26924	27700
26744	27450
26440	27156
26276	26932
26046	26708
25749	26504
25569	26297
25354	26136
25105	25926
24884	25764
24633	25562
24374	25398
24165	25240
23980	25080
23786	24961
23554	24812
23389	24714
23128	24600
23024	24512
22817	24480
22604	24349
22392	24284
22219	24208
22108	24226
21969	24168
21840	24131
21696	24122
21581	24138
21500	24176
21366	24180
21289	24294
21202	24306
21139	24444
21089	24452
21053	24569
20965	24668
20964	24843
21016	24910
21048	25058
21076	25148
21072	25258
21120	25408
21164	25534
21217	25648
21353	25776
21390	25852
21500	25984
21600	26129
21732	26256
21882	26436
22018	26465
22124	26592
22258	26676
22402	26864
22575	26997
22760	27133
22924	27216
23064	27384
23216	27498
23376	27662
23536	27836
23708	27964
23861	28108
24040	28280
24184	28486
24328	28642
24509	28912
24706	29097
24853	29220
25041	29428
25188	29636
25373	29864
25552	30082
25632	30328
25861	30552
25976	30804
26169	31060
26288	31308
26517	31514
26624	31770
26888	32020
27044	32260
27200	32508
27451	32772
27632	33008
27866	33280
28064	33524
28288	33776
28520	34032
28784	34264
29016	34556
29232	34748
29512	34960
29736	35236
30016	35428
30272	35666
30544	35872
30832	36012
31132	36184
31380	36368
31662	36608
31964	36706
32225	36844
32509	37028
32820	37116
33077	37237
33360	37354
33600	37538
33882	37682
34136	37752
34398	37732
34640	37930
34857	37984
35092	38068
35308	38226
35520	38176
35776	38288
35924	38373
36176	38464
36324	38560
36500	38609
36712	38748
36876	38753
36976	38838
37136	38968
37256	39032
37377	39088
37502	39240
37668	39360
37716	39408
37792	39464
37892	39516
38015	39664
38048	39824
38121	39801
